#mu,eb,a_crit
0.390,0.13,0.189
0.450,0.18,0.155
0.410,0.32,0.101
0.340,0.05,0.249
0.530,0.41,0.075
0.460,0.27,0.111
0.500,0.11,0.205
0.370,0.68,0.038
0.350,0.27,0.119
0.420,0.35,0.093
0.480,0.73,0.030
0.290,0.14,0.185
0.520,0.17,0.163
0.480,0.74,0.029
0.510,0.04,0.251
0.360,0.53,0.061
0.440,0.04,0.263
0.480,0.75,0.028
0.460,0.28,0.108
0.530,0.42,0.071
0.450,0.19,0.142
0.480,0.76,0.027
0.010,0.08,0.518
0.400,0.29,0.110
0.500,0.12,0.188
0.470,0.38,0.083
0.330,0.02,0.281
0.350,0.28,0.118
0.370,0.69,0.037
0.520,0.18,0.161
0.510,0.05,0.250
0.480,0.77,0.026
0.370,0.70,0.035
0.460,0.29,0.105
0.480,0.78,0.024
0.420,0.36,0.090
0.530,0.43,0.069
0.450,0.20,0.138
0.500,0.13,0.189
0.480,0.79,0.023
0.360,0.54,0.059
0.480,0.80,0.022
0.340,0.06,0.249
0.370,0.71,0.035
0.410,0.33,0.099
0.440,0.05,0.261
0.510,0.06,0.227
0.470,0.39,0.081
0.460,0.30,0.101
0.360,0.55,0.057
0.370,0.72,0.034
0.530,0.44,0.069
0.400,0.30,0.107
0.350,0.29,0.114
0.420,0.37,0.089
0.370,0.73,0.033
0.390,0.14,0.172
0.360,0.56,0.055
0.500,0.14,0.188
0.450,0.21,0.133
0.470,0.40,0.080
0.530,0.45,0.067
0.290,0.15,0.179
0.420,0.38,0.085
0.330,0.03,0.277
0.370,0.74,0.031
0.460,0.31,0.098
0.410,0.34,0.096
0.440,0.06,0.235
0.510,0.07,0.227
0.530,0.46,0.066
0.400,0.31,0.105
0.520,0.19,0.154
0.370,0.75,0.030
0.490,0.00,0.280
0.500,0.15,0.176
0.370,0.76,0.029
0.470,0.41,0.076
0.530,0.47,0.063
0.350,0.30,0.110
0.530,0.48,0.063
0.390,0.15,0.176
0.460,0.32,0.097
0.010,0.09,0.513
0.530,0.49,0.060
0.370,0.77,0.027
0.400,0.32,0.100
0.360,0.57,0.054
0.510,0.08,0.225
0.520,0.20,0.153
0.470,0.42,0.075
0.450,0.22,0.129
0.530,0.50,0.058
0.290,0.16,0.174
0.490,0.01,0.280
0.410,0.35,0.094
0.350,0.31,0.109
0.370,0.78,0.026
0.500,0.16,0.175
0.460,0.33,0.094
0.440,0.07,0.235
0.420,0.39,0.084
0.360,0.58,0.053
0.330,0.04,0.276
0.530,0.51,0.057
0.340,0.07,0.227
0.510,0.09,0.225
0.460,0.34,0.092
0.360,0.59,0.051
0.500,0.17,0.165
0.370,0.79,0.026
0.530,0.52,0.056
0.370,0.80,0.024
0.290,0.17,0.167
0.390,0.16,0.164
0.470,0.43,0.074
0.520,0.21,0.145
0.460,0.35,0.092
0.420,0.40,0.083
0.360,0.60,0.051
0.450,0.23,0.128
0.340,0.08,0.228
0.400,0.33,0.099
0.440,0.08,0.233
0.530,0.53,0.054
0.510,0.10,0.205
0.500,0.18,0.157
0.350,0.32,0.105
0.470,0.44,0.070
0.500,0.19,0.156
0.490,0.02,0.257
0.410,0.36,0.091
0.360,0.61,0.048
0.530,0.54,0.052
0.520,0.22,0.142
0.330,0.05,0.250
0.390,0.17,0.156
0.420,0.41,0.080
0.500,0.20,0.147
0.530,0.55,0.051
0.380,0.00,0.327
0.460,0.36,0.090
0.290,0.18,0.164
0.360,0.62,0.047
0.400,0.34,0.097
0.520,0.23,0.133
0.010,0.10,0.510
0.530,0.56,0.050
0.410,0.37,0.088
0.360,0.63,0.046
0.460,0.37,0.088
0.530,0.57,0.049
0.500,0.21,0.142
0.340,0.09,0.226
0.360,0.64,0.043
0.530,0.58,0.047
0.510,0.11,0.204
0.400,0.35,0.095
0.470,0.45,0.070
0.530,0.59,0.046
0.420,0.42,0.078
0.360,0.65,0.043
0.490,0.03,0.256
0.290,0.19,0.157
0.500,0.22,0.128
0.520,0.24,0.129
0.530,0.60,0.046
0.380,0.01,0.322
0.390,0.18,0.153
0.410,0.38,0.088
0.450,0.24,0.121
0.440,0.09,0.213
0.460,0.38,0.084
0.330,0.06,0.250
0.470,0.46,0.068
0.500,0.23,0.125
0.510,0.12,0.204
0.520,0.25,0.116
0.530,0.61,0.044
0.400,0.36,0.091
0.360,0.66,0.041
0.290,0.20,0.152
0.350,0.33,0.102
0.470,0.47,0.066
0.460,0.39,0.081
0.420,0.43,0.076
0.450,0.25,0.118
0.500,0.24,0.116
0.390,0.19,0.147
0.340,0.10,0.209
0.490,0.04,0.254
0.520,0.26,0.110
0.360,0.67,0.040
0.410,0.39,0.084
0.500,0.25,0.113
0.420,0.44,0.073
0.440,0.10,0.212
0.460,0.40,0.079
0.010,0.11,0.454
0.530,0.62,0.042
0.470,0.48,0.064
0.500,0.26,0.112
0.350,0.34,0.099
0.450,0.26,0.114
0.400,0.37,0.088
0.330,0.07,0.248
0.460,0.41,0.078
0.530,0.63,0.042
0.290,0.21,0.147
0.410,0.40,0.082
0.520,0.27,0.106
0.510,0.13,0.204
0.420,0.45,0.072
0.470,0.49,0.063
0.530,0.64,0.040
0.390,0.20,0.140
0.460,0.42,0.075
0.380,0.02,0.275
0.450,0.27,0.114
0.540,0.62,0.042
0.440,0.11,0.197
0.530,0.65,0.039
0.340,0.11,0.208
0.540,0.63,0.041
0.520,0.28,0.103
0.360,0.68,0.039
0.560,0.03,0.245
0.470,0.50,0.060
0.530,0.66,0.037
0.490,0.05,0.254
0.350,0.35,0.096
0.460,0.43,0.074
0.540,0.64,0.040
0.360,0.69,0.037
0.530,0.67,0.037
0.470,0.51,0.060
0.520,0.29,0.101
0.540,0.65,0.038
0.560,0.04,0.243
0.530,0.68,0.035
0.400,0.38,0.088
0.360,0.70,0.037
0.450,0.28,0.108
0.460,0.45,0.070
0.530,0.69,0.034
0.350,0.36,0.094
0.470,0.52,0.058
0.360,0.71,0.036
0.540,0.66,0.038
0.530,0.70,0.033
0.340,0.12,0.192
0.390,0.21,0.138
0.360,0.72,0.034
0.380,0.03,0.272
0.440,0.12,0.197
0.500,0.27,0.108
0.530,0.71,0.032
0.540,0.67,0.036
0.470,0.53,0.056
0.460,0.46,0.068
0.420,0.46,0.070
0.560,0.05,0.240
0.520,0.30,0.097
0.450,0.29,0.106
0.510,0.14,0.177
0.410,0.41,0.080
0.400,0.39,0.083
0.540,0.68,0.035
0.350,0.37,0.092
0.490,0.06,0.229
0.010,0.12,0.452
0.530,0.72,0.031
0.540,0.69,0.034
0.470,0.54,0.055
0.560,0.06,0.219
0.520,0.31,0.097
0.530,0.73,0.030
0.450,0.30,0.103
0.390,0.22,0.134
0.540,0.70,0.033
0.460,0.47,0.066
0.530,0.74,0.028
0.530,0.75,0.027
0.400,0.40,0.083
0.520,0.32,0.092
0.410,0.42,0.078
0.350,0.38,0.090
0.560,0.07,0.219
0.460,0.48,0.066
0.500,0.28,0.105
0.440,0.13,0.197
0.420,0.47,0.069
0.530,0.76,0.026
0.360,0.73,0.032
0.540,0.71,0.032
0.470,0.55,0.053
0.380,0.04,0.270
0.450,0.31,0.102
0.530,0.77,0.025
0.490,0.07,0.229
0.390,0.23,0.133
0.520,0.33,0.090
0.560,0.08,0.218
0.510,0.15,0.175
0.340,0.13,0.183
0.530,0.78,0.024
0.350,0.39,0.087
0.540,0.72,0.030
0.410,0.43,0.075
0.530,0.79,0.023
0.400,0.41,0.082
0.420,0.48,0.066
0.470,0.56,0.053
0.570,0.25,0.127
0.540,0.73,0.029
0.530,0.80,0.022
0.450,0.32,0.099
0.500,0.29,0.105
0.540,0.74,0.028
0.460,0.49,0.063
0.490,0.08,0.229
0.560,0.09,0.217
0.520,0.34,0.088
0.510,0.16,0.174
0.350,0.40,0.085
0.420,0.49,0.066
0.470,0.57,0.051
0.440,0.14,0.184
0.570,0.26,0.126
0.410,0.44,0.074
0.540,0.75,0.027
0.400,0.42,0.079
0.340,0.14,0.177
0.390,0.24,0.126
0.540,0.76,0.026
0.500,0.30,0.101
0.450,0.33,0.096
0.380,0.05,0.270
0.460,0.50,0.061
0.470,0.58,0.049
0.520,0.35,0.085
0.420,0.50,0.064
0.500,0.31,0.096
0.350,0.41,0.083
0.560,0.10,0.199
0.540,0.00,0.270
0.540,0.77,0.025
0.470,0.59,0.049
0.490,0.09,0.228
0.350,0.42,0.082
0.570,0.27,0.105
0.390,0.25,0.123
0.520,0.36,0.085
0.420,0.51,0.062
0.460,0.51,0.059
0.540,0.78,0.024
0.410,0.45,0.072
0.450,0.34,0.092
0.510,0.17,0.174
0.440,0.15,0.173
0.470,0.60,0.046
0.540,0.79,0.023
0.560,0.11,0.198
0.010,0.13,0.441
0.340,0.15,0.171
0.350,0.43,0.078
0.540,0.80,0.022
0.500,0.32,0.094
0.570,0.28,0.102
0.400,0.43,0.078
0.490,0.10,0.206
0.520,0.37,0.082
0.460,0.52,0.058
0.560,0.12,0.198
0.470,0.61,0.046
0.420,0.52,0.061
0.340,0.16,0.166
0.380,0.06,0.242
0.390,0.26,0.118
0.500,0.33,0.092
0.470,0.62,0.044
0.410,0.46,0.071
0.520,0.38,0.079
0.450,0.35,0.090
0.560,0.13,0.198
0.420,0.53,0.059
0.460,0.53,0.057
0.570,0.29,0.100
0.440,0.16,0.183
0.510,0.18,0.162
0.350,0.44,0.079
0.500,0.34,0.091
0.520,0.39,0.081
0.470,0.63,0.043
0.560,0.14,0.197
0.340,0.17,0.159
0.450,0.36,0.089
0.460,0.54,0.056
0.410,0.47,0.069
0.540,0.01,0.269
0.520,0.40,0.076
0.400,0.44,0.075
0.470,0.64,0.041
0.570,0.30,0.095
0.500,0.35,0.087
0.510,0.19,0.163
0.390,0.27,0.116
0.450,0.37,0.087
0.340,0.18,0.158
0.560,0.15,0.181
0.350,0.45,0.074
0.500,0.36,0.086
0.520,0.41,0.074
0.400,0.45,0.072
0.460,0.55,0.054
0.440,0.17,0.171
0.470,0.65,0.040
0.450,0.38,0.084
0.570,0.31,0.093
0.010,0.14,0.440
0.460,0.56,0.052
0.520,0.42,0.073
0.500,0.37,0.083
0.400,0.46,0.071
0.490,0.11,0.206
0.540,0.02,0.250
0.470,0.66,0.039
0.390,0.28,0.114
0.340,0.19,0.152
0.520,0.43,0.071
0.550,0.00,0.270
0.350,0.46,0.074
0.440,0.18,0.147
0.570,0.32,0.090
0.380,0.07,0.223
0.450,0.39,0.082
0.510,0.20,0.153
0.420,0.54,0.057
0.470,0.67,0.037
0.560,0.16,0.181
0.520,0.44,0.068
0.410,0.48,0.067
0.350,0.47,0.072
0.450,0.40,0.080
0.460,0.57,0.052
0.520,0.45,0.069
0.570,0.33,0.087
0.500,0.38,0.081
0.470,0.68,0.037
0.490,0.12,0.191
0.540,0.03,0.248
0.510,0.21,0.147
0.340,0.20,0.148
0.350,0.48,0.069
0.460,0.58,0.049
0.390,0.29,0.110
0.570,0.34,0.086
0.410,0.49,0.066
0.520,0.46,0.065
0.470,0.69,0.035
0.400,0.47,0.069
0.440,0.19,0.142
0.560,0.17,0.167
0.420,0.55,0.056
0.450,0.41,0.078
0.490,0.13,0.190
0.500,0.39,0.078
0.470,0.70,0.034
0.460,0.59,0.049
0.520,0.47,0.064
0.550,0.01,0.260
0.350,0.49,0.068
0.570,0.35,0.083
0.510,0.22,0.144
0.540,0.04,0.247
0.410,0.50,0.065
0.340,0.21,0.142
0.400,0.48,0.067
0.390,0.30,0.108
0.470,0.71,0.033
0.560,0.18,0.158
0.460,0.60,0.046
0.380,0.08,0.223
0.450,0.42,0.078
0.440,0.20,0.136
0.520,0.48,0.064
0.420,0.56,0.054
0.350,0.50,0.066
0.570,0.36,0.080
0.010,0.15,0.414
0.470,0.72,0.031
0.460,0.61,0.045
0.520,0.49,0.062
0.500,0.40,0.078
0.350,0.51,0.064
0.470,0.73,0.031
0.410,0.51,0.063
0.560,0.19,0.158
0.490,0.14,0.178
0.450,0.43,0.074
0.550,0.02,0.248
0.460,0.62,0.044
0.420,0.57,0.053
0.340,0.22,0.139
0.470,0.74,0.030
0.520,0.50,0.060
0.400,0.49,0.067
0.450,0.44,0.073
0.570,0.37,0.079
0.460,0.63,0.042
0.510,0.23,0.125
0.410,0.52,0.061
0.580,0.50,0.057
0.440,0.21,0.136
0.380,0.09,0.220
0.540,0.05,0.244
0.520,0.51,0.058
0.560,0.20,0.149
0.490,0.15,0.178
0.390,0.31,0.104
0.460,0.64,0.041
0.500,0.41,0.077
0.470,0.75,0.028
0.450,0.45,0.070
0.580,0.51,0.055
0.520,0.52,0.057
0.470,0.76,0.027
0.420,0.58,0.051
0.550,0.03,0.247
0.460,0.65,0.040
0.570,0.38,0.078
0.470,0.77,0.026
0.450,0.46,0.069
0.400,0.50,0.065
0.340,0.23,0.134
0.560,0.21,0.149
0.510,0.24,0.120
0.580,0.52,0.054
0.410,0.53,0.059
0.470,0.78,0.025
0.460,0.66,0.039
0.450,0.47,0.066
0.500,0.42,0.075
0.570,0.39,0.076
0.490,0.16,0.176
0.390,0.32,0.102
0.520,0.53,0.056
0.580,0.53,0.053
0.420,0.59,0.049
0.440,0.22,0.132
0.460,0.67,0.038
0.410,0.54,0.057
0.380,0.10,0.206
0.470,0.79,0.023
0.400,0.51,0.063
0.580,0.54,0.051
0.470,0.80,0.023
0.510,0.25,0.116
0.450,0.48,0.064
0.540,0.06,0.224
0.010,0.16,0.412
0.390,0.33,0.098
0.570,0.40,0.074
0.500,0.43,0.072
0.460,0.68,0.037
0.580,0.55,0.051
0.550,0.04,0.244
0.490,0.17,0.166
0.560,0.22,0.141
0.450,0.49,0.064
0.520,0.54,0.054
0.400,0.52,0.061
0.440,0.23,0.128
0.420,0.60,0.047
0.460,0.69,0.035
0.580,0.56,0.048
0.500,0.44,0.070
0.460,0.70,0.034
0.570,0.41,0.073
0.580,0.57,0.048
0.390,0.34,0.099
0.460,0.71,0.033
0.510,0.26,0.110
0.500,0.45,0.068
0.520,0.55,0.053
0.560,0.23,0.139
0.540,0.07,0.222
0.460,0.72,0.032
0.580,0.58,0.046
0.570,0.42,0.070
0.410,0.55,0.056
0.420,0.61,0.047
0.450,0.50,0.061
0.490,0.18,0.157
0.480,0.00,0.286
0.520,0.56,0.051
0.500,0.46,0.067
0.550,0.05,0.242
0.380,0.11,0.204
0.460,0.73,0.030
0.400,0.53,0.060
0.440,0.24,0.123
0.340,0.24,0.131
0.510,0.27,0.108
0.390,0.35,0.094
0.560,0.24,0.128
0.460,0.74,0.030
0.420,0.62,0.044
0.520,0.57,0.050
0.580,0.59,0.045
0.460,0.75,0.028
0.410,0.56,0.054
0.520,0.58,0.048
0.570,0.43,0.068
0.460,0.76,0.027
0.450,0.51,0.061
0.510,0.28,0.103
0.580,0.60,0.044
0.500,0.47,0.065
0.520,0.59,0.047
0.460,0.77,0.026
0.490,0.19,0.156
0.540,0.08,0.220
0.520,0.60,0.045
0.460,0.78,0.025
0.400,0.54,0.057
0.580,0.61,0.042
0.560,0.25,0.132
0.500,0.48,0.063
0.420,0.63,0.045
0.450,0.52,0.059
0.550,0.06,0.221
0.390,0.36,0.093
0.570,0.44,0.067
0.460,0.79,0.024
0.520,0.61,0.044
0.440,0.25,0.119
0.510,0.29,0.101
0.380,0.12,0.203
0.460,0.80,0.023
0.480,0.01,0.275
0.580,0.62,0.041
0.410,0.57,0.052
0.450,0.53,0.058
0.520,0.62,0.043
0.340,0.25,0.127
0.490,0.20,0.156
0.560,0.26,0.110
0.500,0.49,0.062
0.580,0.63,0.040
0.570,0.45,0.066
0.400,0.55,0.056
0.520,0.63,0.042
0.510,0.30,0.100
0.010,0.17,0.410
0.520,0.64,0.040
0.590,0.72,0.029
0.580,0.64,0.039
0.420,0.64,0.042
0.450,0.54,0.055
0.520,0.65,0.038
0.570,0.46,0.064
0.410,0.58,0.051
0.540,0.09,0.220
0.520,0.66,0.037
0.400,0.56,0.055
0.590,0.73,0.028
0.490,0.21,0.148
0.520,0.69,0.034
0.420,0.65,0.042
0.580,0.65,0.038
0.510,0.31,0.097
0.560,0.27,0.103
0.340,0.26,0.125
0.380,0.13,0.190
0.520,0.70,0.033
0.440,0.26,0.115
0.570,0.47,0.062
0.420,0.66,0.040
0.450,0.55,0.053
0.590,0.74,0.027
0.500,0.50,0.060
0.580,0.66,0.036
0.550,0.07,0.220
0.400,0.57,0.053
0.520,0.71,0.032
0.410,0.59,0.050
0.560,0.28,0.102
0.510,0.32,0.093
0.490,0.22,0.134
0.540,0.10,0.220
0.590,0.75,0.026
0.580,0.67,0.035
0.520,0.72,0.031
0.470,0.00,0.290
0.450,0.56,0.052
0.480,0.02,0.261
0.590,0.76,0.025
0.570,0.48,0.061
0.520,0.73,0.030
0.500,0.51,0.059
0.580,0.68,0.034
0.440,0.27,0.112
0.520,0.74,0.029
0.400,0.58,0.052
0.590,0.77,0.024
0.520,0.75,0.027
0.590,0.78,0.023
0.510,0.33,0.092
0.520,0.76,0.026
0.580,0.69,0.033
0.590,0.79,0.022
0.410,0.60,0.048
0.520,0.77,0.025
0.420,0.67,0.039
0.450,0.57,0.052
0.570,0.49,0.059
0.560,0.29,0.101
0.590,0.80,0.021
0.500,0.52,0.056
0.580,0.70,0.032
0.010,0.18,0.410
0.520,0.78,0.024
0.510,0.34,0.089
0.540,0.11,0.201
0.440,0.28,0.109
0.520,0.79,0.023
0.580,0.71,0.031
0.500,0.53,0.057
0.520,0.80,0.022
0.490,0.23,0.124
0.580,0.72,0.030
0.420,0.68,0.037
0.470,0.01,0.272
0.380,0.14,0.175
0.570,0.50,0.057
0.410,0.61,0.047
0.340,0.27,0.119
0.510,0.35,0.087
0.550,0.08,0.219
0.480,0.03,0.257
0.580,0.73,0.029
0.450,0.58,0.050
0.420,0.69,0.036
0.500,0.54,0.054
0.610,0.15,0.175
0.540,0.12,0.201
0.570,0.51,0.056
0.450,0.59,0.049
0.490,0.24,0.117
0.410,0.62,0.045
0.580,0.74,0.028
0.620,0.38,0.074
0.560,0.30,0.097
0.510,0.36,0.085
0.580,0.75,0.027
0.530,0.00,0.271
0.580,0.76,0.025
0.500,0.55,0.053
0.570,0.52,0.054
0.580,0.77,0.024
0.490,0.25,0.116
0.480,0.04,0.256
0.570,0.53,0.053
0.410,0.63,0.045
0.420,0.70,0.035
0.580,0.78,0.023
0.510,0.37,0.083
0.470,0.02,0.260
0.620,0.39,0.073
0.560,0.31,0.095
0.550,0.09,0.218
0.500,0.56,0.051
0.610,0.16,0.175
0.410,0.64,0.043
0.340,0.28,0.119
0.580,0.79,0.022
0.440,0.29,0.106
0.450,0.60,0.048
0.580,0.80,0.021
0.490,0.26,0.112
0.540,0.13,0.200
0.510,0.38,0.081
0.600,0.00,0.258
0.420,0.71,0.034
0.500,0.57,0.050
0.530,0.01,0.270
0.560,0.32,0.089
0.410,0.65,0.042
0.570,0.54,0.051
0.500,0.58,0.048
0.620,0.40,0.071
0.010,0.19,0.261
0.490,0.27,0.109
0.500,0.59,0.047
0.480,0.05,0.256
0.570,0.55,0.051
0.340,0.29,0.115
0.450,0.61,0.046
0.560,0.33,0.087
0.620,0.41,0.069
0.510,0.39,0.078
0.570,0.56,0.049
0.420,0.72,0.033
0.500,0.60,0.045
0.610,0.17,0.162
0.590,0.00,0.261
0.620,0.42,0.067
0.630,0.60,0.042
0.540,0.14,0.183
0.560,0.34,0.087
0.410,0.66,0.040
0.440,0.30,0.103
0.500,0.61,0.045
0.570,0.57,0.048
0.450,0.62,0.045
0.490,0.28,0.106
0.530,0.02,0.252
0.630,0.61,0.040
0.500,0.62,0.043
0.570,0.58,0.047
0.620,0.43,0.066
0.450,0.63,0.043
0.420,0.73,0.031
0.610,0.19,0.162
0.470,0.03,0.259
0.630,0.62,0.040
0.570,0.59,0.046
0.500,0.63,0.042
0.510,0.40,0.077
0.550,0.10,0.218
0.410,0.67,0.039
0.450,0.64,0.042
0.560,0.35,0.084
0.490,0.29,0.103
0.440,0.31,0.101
0.630,0.63,0.038
0.500,0.64,0.040
0.570,0.60,0.044
0.420,0.74,0.030
0.450,0.65,0.040
0.620,0.44,0.064
0.610,0.20,0.147
0.630,0.64,0.037
0.410,0.68,0.038
0.480,0.06,0.231
0.570,0.61,0.043
0.440,0.32,0.097
0.490,0.30,0.101
0.530,0.03,0.249
0.600,0.01,0.258
0.420,0.75,0.029
0.500,0.65,0.039
0.510,0.41,0.075
0.540,0.15,0.170
0.620,0.45,0.063
0.590,0.01,0.260
0.010,0.20,0.247
0.630,0.65,0.036
0.550,0.11,0.200
0.560,0.36,0.082
0.420,0.76,0.028
0.630,0.66,0.035
0.470,0.04,0.258
0.500,0.66,0.038
0.570,0.62,0.042
0.490,0.31,0.097
0.410,0.69,0.036
0.610,0.21,0.142
0.440,0.33,0.096
0.510,0.42,0.073
0.570,0.63,0.040
0.630,0.67,0.035
0.650,0.01,0.236
0.620,0.46,0.062
0.480,0.07,0.230
0.500,0.67,0.037
0.510,0.43,0.073
0.610,0.22,0.142
0.560,0.37,0.082
0.540,0.16,0.169
0.410,0.70,0.035
0.490,0.32,0.095
0.570,0.64,0.039
0.550,0.12,0.199
0.420,0.77,0.027
0.440,0.34,0.093
0.630,0.68,0.033
0.530,0.04,0.247
0.620,0.47,0.060
0.500,0.68,0.035
0.610,0.23,0.136
0.410,0.71,0.033
0.490,0.33,0.093
0.630,0.69,0.032
0.470,0.05,0.258
0.590,0.02,0.244
0.420,0.78,0.025
0.570,0.65,0.038
0.630,0.70,0.031
0.440,0.35,0.090
0.560,0.38,0.078
0.510,0.44,0.070
0.540,0.17,0.160
0.620,0.48,0.058
0.630,0.71,0.029
0.570,0.66,0.037
0.410,0.72,0.033
0.500,0.69,0.035
0.630,0.72,0.029
0.570,0.67,0.035
0.620,0.49,0.057
0.500,0.70,0.034
0.410,0.73,0.032
0.600,0.02,0.245
0.560,0.39,0.076
0.570,0.68,0.034
0.510,0.45,0.068
0.630,0.73,0.028
0.490,0.34,0.091
0.420,0.79,0.024
0.610,0.24,0.134
0.410,0.74,0.031
0.500,0.71,0.032
0.530,0.05,0.246
0.570,0.69,0.033
0.630,0.74,0.026
0.480,0.08,0.229
0.540,0.18,0.161
0.620,0.50,0.056
0.440,0.36,0.089
0.420,0.80,0.024
0.590,0.03,0.239
0.560,0.40,0.074
0.510,0.46,0.066
0.550,0.13,0.199
0.630,0.75,0.026
0.500,0.72,0.031
0.570,0.70,0.032
0.630,0.76,0.025
0.470,0.06,0.233
0.600,0.03,0.238
0.490,0.35,0.089
0.620,0.51,0.054
0.500,0.73,0.030
0.650,0.02,0.236
0.610,0.25,0.129
0.410,0.75,0.029
0.530,0.06,0.224
0.620,0.52,0.052
0.560,0.41,0.072
0.010,0.21,0.241
0.570,0.73,0.029
0.630,0.77,0.023
0.440,0.37,0.087
0.570,0.74,0.027
0.630,0.78,0.022
0.620,0.53,0.051
0.410,0.76,0.028
0.490,0.36,0.086
0.630,0.79,0.021
0.570,0.75,0.026
0.510,0.47,0.064
0.560,0.42,0.072
0.540,0.19,0.159
0.630,0.80,0.020
0.620,0.54,0.050
0.660,0.23,0.140
0.590,0.04,0.237
0.550,0.14,0.183
0.570,0.76,0.025
0.480,0.09,0.229
0.600,0.04,0.235
0.620,0.55,0.049
0.570,0.77,0.024
0.430,0.00,0.299
0.440,0.38,0.085
0.410,0.77,0.027
0.560,0.43,0.069
0.610,0.26,0.125
0.490,0.37,0.083
0.510,0.48,0.063
0.530,0.07,0.223
0.670,0.45,0.060
0.570,0.78,0.023
0.410,0.78,0.025
0.620,0.56,0.047
0.470,0.07,0.232
0.570,0.79,0.022
0.410,0.79,0.025
0.620,0.57,0.046
0.540,0.20,0.150
0.670,0.46,0.058
0.680,0.67,0.033
0.660,0.24,0.128
0.560,0.44,0.068
0.570,0.80,0.021
0.410,0.80,0.024
0.490,0.38,0.083
0.620,0.58,0.044
0.510,0.49,0.062
0.440,0.39,0.082
0.610,0.27,0.126
0.670,0.47,0.058
0.590,0.05,0.234
0.530,0.08,0.222
0.550,0.15,0.182
0.620,0.59,0.043
0.600,0.05,0.231
0.540,0.21,0.150
0.430,0.01,0.300
0.560,0.45,0.066
0.620,0.60,0.042
0.510,0.50,0.060
0.650,0.03,0.235
0.640,0.00,0.247
0.480,0.10,0.208
0.700,0.08,0.194
0.680,0.68,0.032
0.440,0.40,0.081
0.620,0.61,0.042
0.540,0.22,0.141
0.610,0.28,0.101
0.510,0.51,0.058
0.560,0.46,0.064
0.680,0.69,0.031
0.620,0.62,0.040
0.530,0.09,0.222
0.660,0.25,0.126
0.680,0.70,0.030
0.620,0.63,0.039
0.700,0.09,0.191
0.680,0.71,0.029
0.550,0.16,0.170
0.670,0.48,0.056
0.490,0.39,0.079
0.440,0.41,0.079
0.560,0.47,0.062
0.620,0.64,0.038
0.680,0.72,0.028
0.580,0.00,0.264
0.680,0.73,0.027
0.650,0.04,0.222
0.610,0.29,0.117
0.620,0.65,0.037
0.680,0.74,0.025
0.680,0.75,0.025
0.680,0.76,0.024
0.620,0.66,0.036
0.510,0.52,0.057
0.430,0.02,0.267
0.480,0.11,0.207
0.560,0.48,0.061
0.680,0.77,0.023
0.610,0.30,0.094
0.530,0.10,0.203
0.670,0.49,0.054
0.680,0.78,0.022
0.660,0.26,0.122
0.540,0.23,0.134
0.440,0.42,0.077
0.590,0.06,0.215
0.620,0.67,0.034
0.490,0.40,0.079
0.550,0.17,0.160
0.510,0.53,0.054
0.600,0.06,0.213
0.680,0.79,0.021
0.620,0.68,0.033
0.560,0.49,0.060
0.640,0.01,0.238
0.680,0.80,0.020
0.620,0.69,0.032
0.510,0.54,0.054
0.670,0.50,0.052
0.530,0.11,0.202
0.620,0.70,0.031
0.610,0.31,0.090
0.560,0.50,0.058
0.620,0.71,0.030
0.700,0.10,0.189
0.590,0.07,0.214
0.480,0.12,0.192
0.670,0.51,0.052
0.690,0.00,0.213
0.490,0.41,0.077
0.540,0.24,0.126
0.620,0.72,0.029
0.440,0.43,0.075
0.660,0.27,0.122
0.610,0.32,0.087
0.510,0.55,0.052
0.580,0.01,0.260
0.670,0.52,0.051
0.620,0.73,0.028
0.560,0.51,0.056
0.550,0.18,0.159
0.650,0.05,0.217
0.620,0.74,0.027
0.600,0.07,0.212
0.430,0.03,0.266
0.490,0.42,0.074
0.510,0.56,0.051
0.710,0.30,0.113
0.530,0.12,0.202
0.590,0.08,0.213
0.700,0.11,0.188
0.540,0.25,0.123
0.560,0.52,0.054
0.510,0.57,0.050
0.620,0.75,0.025
0.660,0.28,0.120
0.670,0.53,0.049
0.580,0.02,0.244
0.620,0.76,0.025
0.490,0.43,0.073
0.560,0.53,0.054
0.550,0.19,0.158
0.540,0.26,0.109
0.590,0.09,0.212
0.670,0.54,0.048
0.560,0.54,0.052
0.490,0.44,0.071
0.610,0.33,0.085
0.620,0.77,0.024
0.660,0.29,0.115
0.480,0.13,0.191
0.690,0.01,0.233
0.700,0.12,0.174
0.670,0.55,0.047
0.530,0.13,0.201
0.620,0.78,0.022
0.710,0.31,0.109
0.560,0.55,0.051
0.510,0.58,0.048
0.550,0.20,0.151
0.540,0.27,0.105
0.600,0.08,0.211
0.670,0.56,0.046
0.620,0.79,0.021
0.590,0.10,0.196
0.580,0.03,0.242
0.640,0.02,0.237
0.650,0.06,0.213
0.490,0.45,0.068
0.620,0.80,0.020
0.430,0.04,0.265
0.510,0.59,0.046
0.670,0.57,0.045
0.610,0.34,0.082
0.670,0.58,0.044
0.710,0.32,0.101
0.560,0.56,0.049
0.660,0.30,0.115
0.490,0.46,0.067
0.670,0.59,0.042
0.700,0.13,0.173
0.550,0.21,0.149
0.530,0.14,0.184
0.510,0.60,0.045
0.560,0.57,0.048
0.540,0.28,0.102
0.600,0.09,0.210
0.480,0.14,0.179
0.590,0.11,0.194
